ปริมาณฝน(มิลลิเมตร),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รายวัน ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ที่,สถานี,เดือน/ปี,วันที่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,รวม
,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
68  ,376201-ตาก จ.ตาก,Aug-09,0.2,0,0,0.3,0.5,3,0.3,1.3,0.5,0,0,0,1.3,0,0,1.4,1,0,0,0,0,0,2.3,0,0,0,58.2,0,1.8,30.1,12.4,114.6
69  ,376201-ตาก จ.ตาก,Sep-09,0,0,0,0,0,0,11.6,0,0,0,0,0,5.7,0,0,5.1,19.1,0.2,0,0,0,1,1.6,1.8,15.7,62.1,2.2,0,0,11.2,-,137.3
70  ,376201-ตาก จ.ตาก,Oct-09,29.7,73.2,52.2,20.7,2.5,0,0,0,0,2,0,15,0.1,14.3,2.8,0,0,35.2,0,1,0,0,8.6,0,3.6,5.2,0,0,0,0,0,266.1
71  ,376201-ตาก จ.ตาก,Nov-09,0.2,0,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2.6
72  ,376201-ตาก จ.ตาก,Dec-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
73  ,376201-ตาก จ.ตาก,Jan-10,0,0,0,0,0,5.6,14.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,0,0,37.9
74  ,376201-ตาก จ.ตาก,Feb-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
75  ,376201-ตาก จ.ตาก,Mar-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.7
76  ,376201-ตาก จ.ตาก,Apr-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1.6,2.3,0,2,15.7,-,21.9
77  ,376201-ตาก จ.ตาก,May-10,T,0,0,0,0,0,T,0,0,0,1.4,0,0,0,0,2.5,0,0,0.1,6.7,0,0,0,0,1.2,0,1.8,0,1.8,15.9,0,31.4
78  ,376201-ตาก จ.ตาก,Jun-10,0.5,0,0,1.2,0,0,6.2,0,1.5,0.1,57.3,0,0,0,0,0,0,0,0,0,65.4,2.2,28.6,35.5,0,0,0,0.1,0.7,8.8,-,208.1
79  ,376201-ตาก จ.ตาก,Jul-10,26.7,0.6,37.9,4.5,0,0,0,0,0,0,0,0,0.1,32.7,0,0,0,38.2,7.6,1.5,0,0.2,5.2,2,0,0,40.3,22,5.2,33.3,0,258
80  ,376201-ตาก จ.ตาก,Aug-10,0,0,0.2,0,0,0.1,0,0,0,T,16.5,27.8,15,1.9,0,1.3,2.1,17.6,0,0,1.5,T,18.1,2.1,0.2,0,5.9,0.8,0,0,0,111.1
81  ,376201-ตาก จ.ตาก,Sep-10,0.6,23.2,45.2,0,0,0,0,0.9,26.4,1.9,0.1,17.5,28,1.4,T,5.8,3.6,0,0,0,0,0,4.3,9.1,0,1,3.9,1.3,3,2.2,-,179.4
82  ,376201-ตาก จ.ตาก,Oct-10,0,5.3,0.9,0,0,0,0,4.8,0,0,T,8.4,16.9,16.2,19,12.9,9.5,39.8,123.5,11.5,2.6,6.3,0,0,0,0.8,T,7.2,0,0,0,285.6
83  ,376201-ตาก จ.ตาก,Nov-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,3
84  ,376201-ตาก จ.ตาก,Dec-10,0,0,0,0,0,0,0,0,0,0.3,0.2,8.7,0,0,0,5.2,T,0,0,0,0,0,T,0,0,0,0,0,0,0,0,14.4
85  ,376201-ตาก จ.ตาก,Jan-11,0,0,0,0,0,0,0,0,0,0.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,2
86  ,376201-ตาก จ.ตาก,Feb-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,-,-,-,T
87  ,376201-ตาก จ.ตาก,Mar-11,2.6,0,0,0,0,0,0,0,0,0.1,0,0,0.4,T,3.5,24.5,59.8,0,0,0,0,0,0,3.2,0,0,5.9,8.5,15.6,0,0,124.1
88  ,376201-ตาก จ.ตาก,Apr-11,0,0,0,0,0,0,0,0,25.8,0,0,0,49.9,0,0,0,0,0,8.2,0,0,0,2.3,1.1,1.8,0.5,1.6,2.9,5.4,22.9,-,122.4
89  ,376201-ตาก จ.ตาก,May-11,1.3,19.5,0,9.4,1.1,15.2,3.1,0,16.9,1.3,0,0,0.5,28.6,6.2,0.5,30.4,8,0.6,0,13.5,2.2,0,0,15.2,15.3,4.8,3,2.2,0,0.2,199
90  ,376201-ตาก จ.ตาก,Jun-11,2.5,0,6,53.1,10.9,1.9,T,0,0,0.4,6.7,0.2,0.5,T,8.6,0.4,0.3,0,0,0,0.2,0,2.4,1.1,11,26.4,2.7,1,0,0,-,136.3
91  ,376201-ตาก จ.ตาก,Jul-11,8,36.8,19.6,8,T,0,0,0,0,0,2.2,0.7,0.5,0.5,0.6,32.5,0,3.8,9.8,15.1,2.1,0,0,1,T,44.1,0,0,0,0.3,14.1,199.7
92  ,376201-ตาก จ.ตาก,Aug-11,11.6,3.7,1.9,0,0,0,0.4,0.4,0,0,19.7,5.5,0,6,0,0,1.6,11.7,5.3,5.1,0,0,0,0,0,16.7,7.7,1.8,5.8,0,0,104.9
93  ,376201-ตาก จ.ตาก,Sep-11,8,0,0,0,1.7,15.4,0,0,6.9,36.4,58.6,29.9,13.1,1.5,5,0,0,0,0.6,11.5,24.2,0,14.7,0,0,0,10.4,0.5,0,0,-,238.4
94  ,376201-ตาก จ.ตาก,Oct-11,14,1.4,56.8,18.8,13.4,70.1,22.4,18.7,3.7,0,0,0,0.3,0,35.9,11.1,2.5,0,0,2.6,2.5,0,0,0,0,6.5,0,0,0,0,0,280.7
95  ,376201-ตาก จ.ตาก,Nov-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
96  ,376201-ตาก จ.ตาก,Dec-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
97  ,376201-ตาก จ.ตาก,Jan-12,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
98  ,376201-ตาก จ.ตาก,Feb-12,0,1.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,4.4
99  ,376201-ตาก จ.ตาก,Mar-12,0,0,0,0,0,0,0,0,0,1.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1,0,0,0,0,20.3,24.1
100  ,376201-ตาก จ.ตาก,Apr-12,0,0,0,2,0,0,2.5,0.1,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,20.2
101  ,376201-ตาก จ.ตาก,May-12,0,0,0,8,47.2,53.9,0.2,0,0,0,0,0,0,0,0.6,2.4,12.2,0.2,39.8,0,0,0,1.6,0,0,0,2,44.5,21.6,0,33,267.2
102  ,376201-ตาก จ.ตาก,Jun-12,26,0,8.8,0,0,0,4.9,1.8,9.2,2,0,3.2,0,0,0,0,0,1.5,0.8,7.5,T,0,0,0,5.7,13.3,10,1.4,8,0,-,104.1
103  ,376201-ตาก จ.ตาก,Jul-12,1.7,6.4,0,0,0.7,5.7,11.5,5.1,0.8,0,0,0,0,1.2,0,0,T,14.2,5,0,0,0,5.1,24.6,3.4,8.6,1,15.6,0.2,4.3,0.8,115.9
104  ,376201-ตาก จ.ตาก,Aug-12,0,0.4,1.8,4.8,2,0,4,4,13.4,1.1,1.2,0,0.3,0.3,0,0,T,1,4.2,0.9,0,0,9.9,33.5,0.8,0,0,15.6,14.4,10.5,0,124.1
105  ,376201-ตาก จ.ตาก,Sep-12,0,0,0,5.7,20.7,37.2,108.7,14.2,T,6.6,3.2,0,0,28.6,0,5.7,0,T,0.5,0,0,0,0,0,0.4,0,8.7,3,0,0,-,243.2
106  ,376201-ตาก จ.ตาก,Oct-12,0,12.5,0,0,3.8,0,63.6,7.8,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.2,98.6
107  ,376201-ตาก จ.ตาก,Nov-12,0,0,0,0,0,0,0,0,0,0.5,0,2.4,0,0,0,0,0.8,11.2,0,0,2.7,0,0,0,4,0,0,7.3,0.7,0,-,29.6
108  ,376201-ตาก จ.ตาก,Dec-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
109  ,376201-ตาก จ.ตาก,Jan-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,9.5,37.7
110  ,376201-ตาก จ.ตาก,Feb-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,-,-,-,27.8
111  ,376201-ตาก จ.ตาก,Mar-13,0,0,8.5,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6
112  ,376201-ตาก จ.ตาก,Apr-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.5,0,0,0,0,0,0,-,1.1
113  ,376201-ตาก จ.ตาก,May-13,0,0,0.5,1.6,6,0,0,0,0,0,2.5,0,0,0,0,0,0,0,1.6,12.7,6.9,0,0,9.4,6.6,5.5,0,0,0,6.7,1.4,61.4
114  ,376201-ตาก จ.ตาก,Jun-13,0,9.8,2.2,24.5,0.3,0,1.9,0,0,0.2,24.4,28,14.5,6,0,0,0,0,1.6,8.9,12.6,17,4.1,16.8,1.1,1.1,0,0,0,0,-,175
115  ,376201-ตาก จ.ตาก,Jul-13,0,0,0,0.4,3,0,6.4,0,0,28.5,31.7,0,0,0,0,0,0.2,0,0,0,0.3,0,1.5,20.4,7.7,9.7,10,10.4,13.4,14.2,0,157.8
116  ,376201-ตาก จ.ตาก,Aug-13,0,0,0,2.9,0,0,6.6,0,15.8,30.1,12.2,0.4,0,0,16.5,7.7,0,0.4,0,0,10.2,0.6,0.2,0.2,4.3,0,0,0,0,0,4.1,112.2
117  ,376201-ตาก จ.ตาก,Sep-13,0,0,0,0,0,3.5,12.8,41.8,26.1,0,34.6,47.7,34,27.1,1,31.8,1.3,0,14,30.6,29,0,0,0,9.3,0.4,2.9,1.4,0,1.2,-,350.5
118  ,376201-ตาก จ.ตาก,Oct-13,T,2.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,3,10.8,-,10.4,20.5,-,2.9,-,96.1,15.1,-,-,-,-,-,-,162.4
119  ,376201-ตาก จ.ตาก,Nov-13,2.1,-,-,-,-,-,-,-,-,-,-,-,T,19.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.6
120  ,376201-ตาก จ.ตาก,Dec-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.4
121  ,376202-แม่สอด จ.ตาก,Jan-04,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
122  ,376202-แม่สอด จ.ตาก,Feb-04,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,4.5
123  ,376202-แม่สอด จ.ตาก,Mar-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
124  ,376202-แม่สอด จ.ตาก,Apr-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,37.2,0.1,2.2,0,-,39.6
