station,datetime,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31,sum
376301-ดอยมูเซอร์ สกษ. จ.ตาก,Nov-13,T,-,-,-,-,T,-,0.5,-,-,-,-,-,12.4,-,2.7,-,4,-,T,-,-,-,-,1.9,-,-,T,-,-,-,21.5
376301-ดอยมูเซอร์ สกษ. จ.ตาก,Dec-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.5
376401-อุ้มผาง จ.ตาก,Jan-04,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
376401-อุ้มผาง จ.ตาก,Feb-04,0,0,0,0,0,0.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2.1
376401-อุ้มผาง จ.ตาก,Mar-04,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2
376401-อุ้มผาง จ.ตาก,Apr-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,8.5,0,0,0,0,0,0,0,0,10.3,40.8,14,6.8,-,80.9
376401-อุ้มผาง จ.ตาก,May-04,10.8,0,47.6,0,2.7,21.9,0,4.5,22.7,0.8,5.3,0.2,1.3,24.2,49.3,6.1,5.6,5.1,6,124.7,34.1,1.6,0,0,0.6,5.2,1.4,0,0.1,3.5,13.1,398.4
376401-อุ้มผาง จ.ตาก,Jun-04,0.1,0.4,0,0,0,21.3,4.1,0,14.6,10.8,15.5,3.9,25,28.9,5.2,13.6,1.3,10,9.2,19.3,18.2,12.8,23,18.5,2.7,8.1,3,12.8,1.1,0,-,283.4
376401-อุ้มผาง จ.ตาก,Jul-04,0.3,0,0,0,0,0,3.1,1.5,6.7,11.1,9.2,2.2,4.6,0.5,0,0.2,3.4,2,1.6,3.8,8.1,27.8,6.2,3.2,3.1,12,14.8,0.1,2.6,4.1,5.5,137.7
376401-อุ้มผาง จ.ตาก,Aug-04,9.5,13.5,8.7,1,8.2,1.3,11.2,3.5,15.8,1.8,16,7.5,11.6,5.2,9.6,0.4,4.2,10.1,2.5,0.2,33.5,8.2,5,0,1.1,1.8,10.4,6.2,4.4,0,0,212.4
376401-อุ้มผาง จ.ตาก,Sep-04,0.1,6.7,11.2,0,0,1,3.8,7.1,7.5,2.4,2.5,3.6,7.1,3.2,6.7,1,1.4,5.3,0.7,37.2,0.8,0,2.4,0,0,0,2,0,0,0,-,113.7
376401-อุ้มผาง จ.ตาก,Oct-04,3.2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7
376401-อุ้มผาง จ.ตาก,Nov-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1.3
376401-อุ้มผาง จ.ตาก,Dec-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1
376401-อุ้มผาง จ.ตาก,Feb-05,0,0,0,0.1,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,3.3
376401-อุ้มผาง จ.ตาก,Mar-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6.4,1.6,1.6,31.5,0,0,0,0,0,5.5,0.1,0,0,0,0,0,46.8
376401-อุ้มผาง จ.ตาก,Apr-05,0,0,48.5,2.8,0.5,0,0,0,11.1,0,1.7,5,0,0,0,0,0,0,23,0,0,1.5,0.5,0,0,0,0,0,0,0,-,94.6
376401-อุ้มผาง จ.ตาก,May-05,0,0,0,0,0,2.2,6.1,0.9,0,0,0,0,0,13.6,3.5,0,0,3.9,2.5,4,12,6.1,0,26,4.2,0,2.2,16.8,5.9,7.3,0,117.2
376401-อุ้มผาง จ.ตาก,Jun-05,6.1,1.5,0,14,0.5,0,1.9,0.2,0.3,3.5,5,2,1.2,1,1.2,24.1,20.5,12.2,21.6,1.6,9.5,0.4,4.5,11.2,0.5,9.6,3.2,7.2,3.1,1.5,-,169.1
376401-อุ้มผาง จ.ตาก,Jul-05,0.3,0.2,5,0,5,11.3,17.5,0,12.7,0,11,0,1.5,13.3,0.7,0,0.1,0,0,1.7,7.2,3.5,15.9,28.9,17.8,54.8,7.9,10.5,9.2,26.9,12.5,275.4
376401-อุ้มผาง จ.ตาก,Aug-05,15.8,2.2,2.7,16.2,23.6,3.7,13.5,0.7,10.4,2.9,6.1,6.2,0.9,0.1,3.5,9.7,5.6,8.7,7.9,0,3.6,2.7,0.9,0,4.4,0.9,0,3.1,1.4,4.5,0,161.9
376401-อุ้มผาง จ.ตาก,Sep-05,1.8,6,13.9,29.4,3.6,28.5,6.2,10.3,20.4,2,5.8,2.4,1.5,58,6.9,1.1,32.5,10.7,5,2.7,2.1,18.3,2,0.5,6.4,0,0.2,3.4,7.8,1.2,-,290.6
376401-อุ้มผาง จ.ตาก,Oct-05,0.2,9.3,2.1,0.1,0,0,0,0.4,2.9,0,0,5,1.8,2,0,0,0,0,0,0,0,0,0,0,2.1,11.5,0,0,3.8,0,0,41.2
376401-อุ้มผาง จ.ตาก,Nov-05,0,0,0,0,3.9,0.5,0,0.2,6.9,0.2,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-,12
376401-อุ้มผาง จ.ตาก,Dec-05,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,20.4
376401-อุ้มผาง จ.ตาก,Jan-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Feb-06,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,-,-,-,7.6
376401-อุ้มผาง จ.ตาก,Mar-06,0,0,0,0,0,0,0,0,51,16.4,0,0,0,6.7,5.5,0,0,0,23.7,0,0,0,0,0,0,0,0,0,31.6,2,0,136.9
376401-อุ้มผาง จ.ตาก,Apr-06,0,0,0,0,0,0,32,1.1,0,0,0,0,17.6,1,0.3,0,37.5,0.5,1.5,6.8,7.9,5.6,24.4,17,10.8,14.5,11.7,22.9,3.2,0,-,216.3
376401-อุ้มผาง จ.ตาก,May-06,0.3,19.3,0,0,0,0,0,16,T,2.7,2.9,0,0.7,30.9,5.7,77.4,2.1,11.3,19.7,28.2,48.1,12.5,1.3,3.8,0.3,3.6,0.1,12.4,4.6,12.5,6.1,322.5
376401-อุ้มผาง จ.ตาก,Jun-06,8.4,3,0.4,0.4,0.3,0.3,0,0,0.6,4,1.1,2.8,14.6,0,0,T,0,5.6,0,0,0,18.1,17.6,8.9,2.7,0,2.9,16.6,16.5,36.6,-,161.4
376401-อุ้มผาง จ.ตาก,Jul-06,22.2,3.1,1.5,4.4,5.7,11,14.9,19.8,14.7,19.3,0.4,10.2,0.3,13.2,10.9,11.4,8.4,25,3.1,5.7,3.7,7.4,19.9,10.1,11,12.5,17.7,1.5,1,15.9,3.5,309.4
376401-อุ้มผาง จ.ตาก,Aug-06,8.4,2,15.9,16.4,22.7,2.8,11,0.1,13.8,1.9,6.2,7.1,5.5,9,76.3,1.9,1.2,2.1,3.6,0,6.7,5.3,3.1,4.7,15.5,15.4,2.6,7.6,2.2,9.8,7.3,288.1
376401-อุ้มผาง จ.ตาก,Sep-06,17.5,2,5.7,0,0,1,0,10.1,0.4,31.4,0.9,2.5,0,0,5.4,7,T,23,5.1,0.3,8.4,11.1,0.2,0,61.5,31,5.3,43.2,30.9,12.2,-,316.1
376401-อุ้มผาง จ.ตาก,Oct-06,T,4.4,6.2,4.3,0.2,11.5,1.1,0,0,0,0,0.8,0,25.5,7.7,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,70.8
376401-อุ้มผาง จ.ตาก,Nov-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,T,0,0,0,0,0,0,0,0,0,0,0,-,13.9
376401-อุ้มผาง จ.ตาก,Dec-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,T
376401-อุ้มผาง จ.ตาก,Feb-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
376401-อุ้มผาง จ.ตาก,Mar-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0.6,1.6,0,0,0,0,0,0,16,16.1,0,0.3,39.8
376401-อุ้มผาง จ.ตาก,Apr-07,0,0,0,0,9.4,0,0,10.4,0,0,0,15.8,4.4,7.3,7.2,0,0,0,0,0,0,0,0,4.2,3,0,0,0,0,0,-,61.7
376401-อุ้มผาง จ.ตาก,May-07,0.9,0.3,0.6,19.8,32.3,4.3,5.7,0,0.3,12.2,13.9,5.3,12.1,17.4,2.9,13.6,27.8,6.6,1.8,0.5,8.2,7.8,0,0.8,1.4,T,8.9,0.9,0,13.3,1.8,221.4
376401-อุ้มผาง จ.ตาก,Jun-07,0.1,1.9,0,1.9,7.6,2.4,1.2,0,0,0,0,0,0,1.6,0.3,0,15.4,1.2,0.9,1.4,0,0.4,0,8.4,20.5,2.8,21.6,16.7,29.6,7.2,-,143.1
376401-อุ้มผาง จ.ตาก,Jul-07,5.1,10.8,8.6,24,13.7,12.5,0.3,7.5,0,0.5,2.4,4,4.8,4.4,10.2,2.4,3.7,12.1,1,0.7,0.9,2.8,34.5,0,0,15.2,0.1,0,2,0.1,0.4,184.7
376401-อุ้มผาง จ.ตาก,Aug-07,9.5,1.3,3.4,1.1,6.6,0.7,1.7,11.6,10.2,9.4,11.2,5,5.5,0.1,7.6,6.9,6.3,0.3,1.3,0.1,10.4,0.8,7.3,0.5,23.3,0.4,0.3,1,0.9,4.3,6.9,155.9
376401-อุ้มผาง จ.ตาก,Sep-07,12.4,0,6.6,2.5,0.5,47.3,0,35.8,1.6,9.2,18.3,3.7,0.7,0.1,2.7,21.9,24.6,23,1.5,13,0,0.8,7.5,0,0.7,11,1.8,1.7,8.5,14.2,-,271.6
376401-อุ้มผาง จ.ตาก,Oct-07,3.2,17.2,1.9,32.4,14.5,2.2,0.4,15.3,1.8,22.3,4.8,3.6,27.2,84.7,17.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,254.1
376401-อุ้มผาง จ.ตาก,Nov-07,0,0,1.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1.8
376401-อุ้มผาง จ.ตาก,Dec-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
376401-อุ้มผาง จ.ตาก,Jan-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Feb-08,T,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6.4,0,-,-,9
376401-อุ้มผาง จ.ตาก,Mar-08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,22.8,4.1,0,0,0,0,0,3.2,32.4
376401-อุ้มผาง จ.ตาก,Apr-08,0,0,0,2.1,11.4,0,13.5,6.6,0.5,16.9,0,0,0,49.4,0,66.5,0,0,0,0,0,54.6,1,0,0,4,6.3,5.8,8.2,93,-,339.8
376401-อุ้มผาง จ.ตาก,May-08,20.9,9.1,11.9,10.7,0.8,4.6,0,0,0,59.8,T,3.9,21.3,T,17.8,2.4,35.6,5.7,0,3.4,13.4,18.1,0,6.3,0,0,3.5,6.4,3.1,0.2,2.3,261.2
376401-อุ้มผาง จ.ตาก,Jun-08,0,3.3,0,10.3,4.7,6,0,0.8,4.4,0,2.6,5.1,6.5,7.8,5.2,9.4,1.5,0.6,0.5,45.7,0,6.3,0.4,0,0,2.8,0,0.3,0.6,7.7,-,132.5
376401-อุ้มผาง จ.ตาก,Jul-08,0.9,4.7,0,3,2.6,6.3,9.4,0.7,3.9,0,0,0.8,4.5,0,0.4,0,0.3,3.4,13.9,2.7,0.9,5.9,4.7,4.8,2,10,2.7,14.3,8.1,14.9,3.9,129.7
376401-อุ้มผาง จ.ตาก,Aug-08,6.6,5.3,2.1,2.6,4.5,11.8,17.3,12.9,3.6,7,7.6,7.7,0.9,0,0.4,2.6,0.9,7.5,7.6,0,1.1,2.3,0.2,0,0,6.6,0,2.9,0,0,T,122
376401-อุ้มผาง จ.ตาก,Sep-08,11.7,11.6,2.3,2.2,1.6,1.4,0.4,0,3.2,0,24.2,41.3,2.9,0,0,4.3,0,19.1,20.8,4.1,0.6,0.2,0,5.3,22,2.8,1.2,0.9,3.8,0.8,-,188.7
376401-อุ้มผาง จ.ตาก,Oct-08,11,6.2,1,16.8,13.3,0.3,0,0,4,0.1,18,0,0,0,11,5.9,0,0,0,0,3.3,0,0,0,25.7,1.8,0,1.5,0,14.6,19.8,154.3
376401-อุ้มผาง จ.ตาก,Nov-08,3.3,3.5,0,23.4,1.3,0.4,4.9,0,6.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,-,44
376401-อุ้มผาง จ.ตาก,Dec-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,9.1
376401-อุ้มผาง จ.ตาก,Jan-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Feb-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,-,-,-,3.5
376401-อุ้มผาง จ.ตาก,Mar-09,0,12.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,12.5,31.4,17.5,6.8,20.7,7.8,0,3.1,0,11.7,2,1.7,0,0,0.5,0.7,132.6
376401-อุ้มผาง จ.ตาก,Apr-09,0,13.3,3.7,0,0,0,0.5,0,0,6.2,11.7,0.2,0,0.9,0,0,0.2,4.1,0,0.9,0,0,0,0,0,1.3,3.1,0.9,0,0,-,47
376401-อุ้มผาง จ.ตาก,May-09,0,0,1.1,8.5,0,1,0,0,0,0,0,0,9,3.4,62.3,6.3,7.8,6.1,12.3,13.3,0.4,17.3,0,0.1,2.5,20.9,0,2.8,36.4,6.6,15.5,233.6
376401-อุ้มผาง จ.ตาก,Jun-09,3,8.7,2.9,12.6,10.6,13.6,3.8,12.6,15.4,0,0.1,14.4,1.3,0.6,2.6,15.6,3.3,2,0.4,3.2,3.8,6.3,12.8,0,0.8,0,0,3.5,0,2,-,155.9
376401-อุ้มผาง จ.ตาก,Jul-09,6.9,0.9,0.3,0.4,6.4,26.2,1.8,16.1,2.1,2.6,15.5,44.5,23.3,15.2,10.1,7.2,1.6,7.8,5.9,1.1,0,25.3,5.2,2.8,2.8,9.2,10.4,42.3,20.6,17.2,30.4,362.1
376401-อุ้มผาง จ.ตาก,Aug-09,9.4,0.7,1.2,10.3,8.1,6.5,21.9,13.9,4.2,0.8,0,0.4,0,0,10.7,1.3,20.2,18,20.4,0,2.5,3.5,15.6,10.4,0,12.6,0,8.9,0,3.4,23.4,228.3
376401-อุ้มผาง จ.ตาก,Sep-09,10,5.9,3.4,10,1.9,10.5,1.7,43.5,2.8,1.9,0,0,0,0,1.5,5.8,15.7,1.8,0,0,0,1.2,0,7,29.6,6.5,12.7,0.7,0,33.1,-,207.2
376401-อุ้มผาง จ.ตาก,Oct-09,30.1,17.5,5.2,5,13.8,0,1.8,0,36.2,0,9.4,33.5,8,1.2,34.9,3.5,7.3,20.5,0,0,0,3.1,0,9.2,0,2.1,1.9,3.7,0,0,0,247.9
376401-อุ้มผาง จ.ตาก,Nov-09,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0.8
376401-อุ้มผาง จ.ตาก,Dec-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-10,0,0,0,0,0,1.3,9.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,0.3,2.5,0,0,0,0,0,35.1
376401-อุ้มผาง จ.ตาก,Feb-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
376401-อุ้มผาง จ.ตาก,Mar-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,9.7,11,0,0,22
376401-อุ้มผาง จ.ตาก,Apr-10,0,0,4.4,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74.1,0,0,3.4,0,0,0,-,110.1
376401-อุ้มผาง จ.ตาก,May-10,0,0,17.6,0,0,0,20.4,7.7,0,0,4,0,1.7,0,0,1.3,27.4,0,0.9,1.3,1.5,3,6,3,6.7,1.8,0,10.9,0,0,0,115.2
376401-อุ้มผาง จ.ตาก,Jun-10,0,5.9,26,9.6,0,0,3.3,11.7,6,12.8,0,0,0,0,0,0.4,1,0,6.7,0,12.3,9,1.2,0,0,0.3,0,2.1,0,0,-,108.3
376401-อุ้มผาง จ.ตาก,Jul-10,0,20.6,16.7,10,4,38.4,0,11.2,0.8,5.4,1.2,1.3,0,25.8,9.2,0,6.8,22,4.5,1.4,0.8,0.7,21.2,4.1,1.2,9.7,47.2,9,2.6,2.4,18,296.2
376401-อุ้มผาง จ.ตาก,Aug-10,3.2,69.9,12.5,5.3,11.2,15.8,9.2,1.5,2.2,3.8,10.7,34.6,9.3,21.8,17.8,4.3,6.1,3.7,0.7,5.2,13.5,17.4,6.1,10.1,1.9,25.3,16.5,8.9,4.1,4.6,0,357.2
376401-อุ้มผาง จ.ตาก,Sep-10,11,45.7,4.9,0.9,1.1,0.3,3.1,0,8.8,0,0,1.6,10.5,0.1,3.2,0,3.3,68.8,9.8,0,0,28,0,0,1.7,14.3,4.3,1.3,2.9,0,-,225.6
376401-อุ้มผาง จ.ตาก,Oct-10,0,4.6,0,0,0,1.6,0,0.7,2.7,0,23.3,12.6,9.4,6.1,24.3,6.8,5.4,30.6,46.8,18.1,1.5,0,0,3.8,0,0,0,0,0,0,0,198.3
376401-อุ้มผาง จ.ตาก,Nov-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
376401-อุ้มผาง จ.ตาก,Dec-10,0,0,0,0,0,0,0,0,0,1.3,8.3,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
376401-อุ้มผาง จ.ตาก,Jan-11,0,0,0,0,0,0,0,0,0,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,2.9
376401-อุ้มผาง จ.ตาก,Feb-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,9.7,0,-,-,-,10.4
376401-อุ้มผาง จ.ตาก,Mar-11,1.7,3,15.5,1.7,0,0,0,0,0,0,0,16.4,8.8,0,7.2,15.4,40.6,0.4,0,0,0,0,0,0,0,0,6.2,6.3,3.1,1.4,0.5,128.2
376401-อุ้มผาง จ.ตาก,Apr-11,0.1,3.1,0,4.8,8.2,0.8,0.4,0,0,25.2,0,24.2,5.6,1.3,0,4.2,0,0,1.8,0,0,0,0,0,0.5,49.8,0,0,20.9,34.2,-,185.1
376401-อุ้มผาง จ.ตาก,May-11,2.5,7.6,0,11.9,0.8,7.8,13.6,10.3,5.1,0,1.3,0,4.8,66,4.3,0,0,13.4,7,3.7,1.7,39,0,15.7,20,36.2,2.4,0,0.3,0,0,275.4
376401-อุ้มผาง จ.ตาก,Jun-11,8.5,27.1,9.3,11.6,8.3,0,1.3,0,6.5,0.8,1.1,5,12.2,3.3,11.8,16.7,23.7,2.1,6.4,0.6,2,0.2,5.4,16,18,49.2,19,3,0.4,0.4,-,269.9
376401-อุ้มผาง จ.ตาก,Jul-11,8.5,4.2,9.6,14.3,10.1,0,11.1,12.7,1.3,10,6.9,0,4.9,1,2.4,2.5,11.2,28.6,13.3,30.2,21.7,1.6,3,3,10.1,15.6,0,18.8,1.9,12.8,40.6,311.9
376401-อุ้มผาง จ.ตาก,Aug-11,5.1,19.1,16.3,4.3,0.9,6.3,7,4.5,1.1,12.8,17.4,0.9,23.4,4.4,42.7,28.2,11.8,1.8,13.7,11.8,0.5,3.1,0,0,6.1,0,10.5,1.4,10.3,12,0.1,277.5
376401-อุ้มผาง จ.ตาก,Sep-11,22.9,16.6,2.3,0.6,0.7,12.5,3.3,4.3,32.3,7.6,52.9,28.5,1.3,5.7,2.4,7.1,3.8,0.5,5.1,5.1,8,2.5,17.8,6.3,4.6,0.5,5.6,0.4,0,1.5,-,262.7
376401-อุ้มผาง จ.ตาก,Oct-11,1.7,4.7,37.6,26.3,20.3,1.5,11.7,0,29.4,0,21.2,0,0.3,20.9,24.7,3.5,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,204.2
376401-อุ้มผาง จ.ตาก,Nov-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0.7
376401-อุ้มผาง จ.ตาก,Dec-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
376401-อุ้มผาง จ.ตาก,Jan-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,4.6
376401-อุ้มผาง จ.ตาก,Feb-12,0,3.4,24.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.1,0,0,0,0,0,0,0,0,0,0,0,-,-,29.6
376401-อุ้มผาง จ.ตาก,Mar-12,0,0,0,0,0,0,0,0,0,3.6,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0.1,39,4.3,0,0,0,0,3.3,53.6
376401-อุ้มผาง จ.ตาก,Apr-12,0,0,0,75.4,0.5,12.9,3.9,1.9,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-,95.2
376401-อุ้มผาง จ.ตาก,May-12,0.6,30.2,0.4,5,35.2,23.1,0,0,0,0,0,2,13.4,0,22.4,4.1,16.8,23.2,13,0.4,0,0,0,17.5,0,14.2,17.6,0.3,14.7,0.6,1.3,256
376401-อุ้มผาง จ.ตาก,Jun-12,4.5,0,1.5,2,8.8,1.2,12.1,3.9,0.5,0.9,0.1,4.1,0.2,2.6,11.3,16.1,0.5,10.1,6.4,4.9,2.9,6,9.2,1.2,17.6,20,25.5,0.7,2.5,0.7,-,178
376401-อุ้มผาง จ.ตาก,Jul-12,2.4,5.9,0.2,0.3,4.5,2.2,3.6,5,3.5,12.8,0,7.3,0,17.1,0.7,0.5,9.8,25.5,7.2,2.6,2.7,2.4,23,30.2,21.1,18.5,13.7,19.9,16.6,19.5,18.8,297.5
376401-อุ้มผาง จ.ตาก,Aug-12,14,15.6,6.1,19,10,6.1,7,21.6,20.5,9,12.3,3,7.7,11.8,15.2,2.5,6.6,0.3,17.2,1.5,2.3,8.1,0,16.1,18.1,0.5,20.2,3.7,25.2,1.7,4.5,307.4
376401-อุ้มผาง จ.ตาก,Sep-12,27.1,5.7,10.2,8.4,52.2,85.2,28.1,0.3,5.5,14.1,1.8,1.8,0.4,18,0,0,0,10,18.3,1.7,33.8,0,0.2,1.7,19.2,0,7.2,27.2,4.8,11.2,-,394.1
376401-อุ้มผาง จ.ตาก,Oct-12,9.5,0,7.3,4.1,3.2,0.6,6.1,4.7,11.5,2.3,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,59.2
376401-อุ้มผาง จ.ตาก,Nov-12,0,0,0,0,0.1,0,0,50,0,0,0,2.8,0,0,0,0.2,0,0,0,1,40.3,0,0,5.7,36,5.1,0,0.2,0,0.4,-,141.8
376401-อุ้มผาง จ.ตาก,Dec-12,0,0.8,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
376401-อุ้มผาง จ.ตาก,Jan-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.5,0,27.5
376401-อุ้มผาง จ.ตาก,Feb-13,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,9.4,0,0,29.5,0,0,0,0,0,0,19.3,0,-,-,-,58.7
376401-อุ้มผาง จ.ตาก,Mar-13,10.8,0,0,0,0,0,0.3,0,0,0,0,0,0,0,25.1,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4
376401-อุ้มผาง จ.ตาก,Apr-13,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1.1,0,0,0,0,5,0.4,7.7,0,2.9,0,36,0,0,0,0,-,56.3
376401-อุ้มผาง จ.ตาก,May-13,0,0,4.9,2.7,7.4,0.2,0,0,0,0,0,0,0,8,0,2.2,0,0.6,2,0,0,2,3.3,0,6.6,6.4,0,4.5,0,0,11.5,62.3
376401-อุ้มผาง จ.ตาก,Jun-13,0,2.1,T,21.4,13.4,19.3,3.7,0,6,10,25.5,8,3.4,31.9,0,0,16.2,2.5,0,13.7,29,2.3,7,6.5,8.2,2.2,0,0,0.2,0.5,-,233
376401-อุ้มผาง จ.ตาก,Jul-13,6,2,0.5,41.2,1,0.2,0,3,5,4.2,8.1,3.9,15.6,6.1,1.5,11.1,0.4,6.2,2.6,2.3,3.3,0,2.5,19,4.4,8.9,36.4,65.4,90.2,33,1.9,385.9
376401-อุ้มผาง จ.ตาก,Aug-13,14.2,2,2.8,0,0,2.6,11,2,1.4,15.5,41.8,5.5,7.4,0,10,21.9,5,3.8,13.1,14.5,11.6,21.3,13.1,6.4,10,0,10.2,3.5,3.3,1.2,22.1,277.2
376401-อุ้มผาง จ.ตาก,Sep-13,0,0.3,0,0,23.2,8,3.5,2.7,0.8,5.2,9.3,1.1,8.3,80.8,4,22.7,8.2,9.5,35.1,81,32.7,17.9,1.6,0,1.3,9.4,3.7,0,35.1,21.8,-,427.2
376401-อุ้มผาง จ.ตาก,Oct-13,9.5,0.7,9,6.6,5.2,0.6,-,-,-,-,-,-,-,-,-,6.5,7.1,-,-,22.8,-,-,-,6.4,7,-,-,1.8,16.8,-,6,106
376401-อุ้มผาง จ.ตาก,Nov-13,-,-,-,-,-,-,-,-,-,-,-,-,-,8.2,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.2
