น้ำระเหยถาด(มิลลิเมตร),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รายวัน ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ที่,สถานี,เดือน/ปี,วันที่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,เฉลี่ย
,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
73  ,376202-แม่สอด จ.ตาก,Jan-98,2.4,3.2,3,3.2,3.1,2.8,3.4,3.6,3.8,2.7,4.6,2.6,4.8,4.6,3.8,5.7,2.8,2.3,6.2,4.1,3.6,3.2,4.6,4.4,4.7,4.5,1.7,6.3,2.6,5.2,3.2,3.8
74  ,376202-แม่สอด จ.ตาก,Feb-98,5.2,4,3.9,5.2,4.6,3.8,5.9,4.5,3.9,5.9,5.9,4.9,2.5,7.7,5.2,2.1,6.5,5.1,4.1,6.5,5.7,4.2,7.2,6,6.1,6.3,3.9,8.2,-,-,-,5.2
75  ,376202-แม่สอด จ.ตาก,Mar-98,5.7,3.8,8.6,5.9,6,5.6,8.9,7,3.5,11.9,5.9,4,7.4,5.1,5.8,7.9,5.9,5.6,8.3,6.9,6.2,7.3,4.5,2.8,7.8,6.5,5.7,7.9,6.7,6.2,5.5,6.3
76  ,376202-แม่สอด จ.ตาก,Apr-98,8.2,6.7,7.3,7,7.7,6.6,7.9,4.9,12,7.3,10.3,6.5,6.5,7.8,7.4,5.3,9.9,6.4,5.8,10.1,8.1,6.7,8.5,7.7,3.5,12.9,8.6,8,7.9,9.3,-,7.8
77  ,376202-แม่สอด จ.ตาก,May-98,7.7,8.2,8.4,6.1,11,7.4,4.8,8.7,6.8,9.7,7.5,8.5,-,6.2,3.6,5.4,4.9,4.7,0.2,2,3.4,6.1,2.3,3.5,5.5,6.3,2.9,4.3,2.8,3.7,3.5,5.5
78  ,376202-แม่สอด จ.ตาก,Jun-98,2.7,3.8,9.9,0.1,5.5,0.1,5.6,3.5,3.6,3.5,5,3.3,5.8,4.3,4.9,4.3,5.6,3.2,1.6,4.5,3.2,2.8,5.7,3,4.2,2.6,4.4,3.7,1.4,2.9,-,3.8
79  ,376202-แม่สอด จ.ตาก,Jul-98,3.3,3.3,-,0.3,1.6,3.9,5.2,1.6,2.5,0.8,4.9,4.2,0.5,4.7,3.6,4.9,4.5,7,4.8,5.6,4,1,3.5,3.4,4.2,3.1,2.7,3.9,6.8,7.1,3.4,3.7
80  ,376202-แม่สอด จ.ตาก,Aug-98,1.6,3.9,2.2,-,2.6,6.2,3.4,2,1.4,3.8,-,3.1,3.5,5.5,5.4,4.9,4.8,4,0.1,2.8,4.2,4.7,4.8,2.2,3,3.8,4.4,7.3,3.9,3.8,3.6,3.7
81  ,376202-แม่สอด จ.ตาก,Sep-98,3.7,0.6,4.3,4.7,3.1,1.8,4.7,2.3,4.3,3.3,5.7,4.2,6.7,2.5,2.3,4,4.8,5,3.4,2.9,3.9,3.5,4.1,2.4,5.3,5.2,6,3.9,3.9,4,-,3.9
82  ,376202-แม่สอด จ.ตาก,Oct-98,3.2,4.8,2.9,5.8,3.9,2.6,3.9,2.6,2.6,3.5,1.2,5.6,1,6,5.1,4.7,4.8,3,3.7,4.3,3.9,4.2,5.8,5.4,4,6.3,2.6,5.2,2.5,5.6,4.8,4
83  ,376202-แม่สอด จ.ตาก,Nov-98,4.2,6,3.2,4,5.4,4.7,5.8,4.2,4.3,5.4,1.8,6.9,6.2,5,4.1,3.6,4,7.8,4.7,3.9,1.8,4,2.2,2.7,4.5,3.1,5.6,4.3,1,3.8,-,4.3
84  ,376202-แม่สอด จ.ตาก,Dec-98,3.8,3,4.6,2.8,4,4.8,4.6,3.9,4.7,3.8,3.6,3.9,5,4.8,2.5,5.4,3.8,1.9,4.8,3.2,2.5,4.1,4.1,3.9,5.5,3.6,3.3,6.2,3.8,3.6,4.8,4
85  ,376202-แม่สอด จ.ตาก,Jan-99,4,3.4,6,4,2,5.5,3.9,4.9,2.1,3,3,4.2,5,4.3,2.5,6.3,5,4.2,4.6,4.6,2.9,3.4,4.2,5.3,4.3,1.6,6.3,3,2.7,4.5,5.1,4.1
