station,datetime,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31,average
328201-ลำปาง จ.ลำปาง,Jan-04,68,68,70,68,69,70,71,67,67,71,72,72,73,73,67,63,68,64,60,59,62,68,66,66,63,61,62,64,62,56,62,66
328201-ลำปาง จ.ลำปาง,Feb-04,58,55,50,44,57,72,73,68,63,62,61,57,58,64,61,55,55,53,59,63,60,58,53,48,47,50,50,54,50,-,-,57
328201-ลำปาง จ.ลำปาง,Mar-04,47,42,47,50,56,65,59,47,53,49,46,49,50,50,62,61,56,52,47,49,45,46,42,41,48,47,43,44,46,46,46,49
328201-ลำปาง จ.ลำปาง,Apr-04,58,69,60,60,73,66,59,51,56,53,48,48,46,41,44,39,41,50,66,57,48,59,54,46,45,51,65,75,69,63,-,55
328201-ลำปาง จ.ลำปาง,May-04,60,70,74,67,73,81,89,73,71,67,69,68,64,65,67,63,65,73,83,89,83,78,67,64,72,71,84,79,80,86,84,74
328201-ลำปาง จ.ลำปาง,Jun-04,82,72,66,63,71,65,75,81,80,79,83,84,76,84,85,87,81,71,78,79,76,75,78,70,75,71,74,79,90,76,-,77
328201-ลำปาง จ.ลำปาง,Jul-04,73,69,70,71,73,82,79,78,83,79,83,88,83,77,68,69,72,70,67,71,79,83,87,86,81,81,83,79,77,81,84,78
328201-ลำปาง จ.ลำปาง,Aug-04,80,82,82,91,81,80,81,80,86,83,81,79,81,76,79,81,77,81,79,75,74,79,81,82,73,68,71,80,79,77,75,79
328201-ลำปาง จ.ลำปาง,Sep-04,72,75,82,82,74,77,78,82,84,90,82,82,80,86,81,85,89,89,84,92,88,81,80,76,76,77,78,82,81,79,-,81
328201-ลำปาง จ.ลำปาง,Oct-04,81,84,79,81,82,82,81,81,75,78,83,84,84,81,78,78,78,80,82,77,80,89,83,79,78,74,76,78,78,77,79,80
328201-ลำปาง จ.ลำปาง,Nov-04,78,77,76,77,77,74,72,73,71,72,70,72,73,70,69,72,72,82,79,80,74,70,73,72,71,96,87,84,81,83,-,76
328201-ลำปาง จ.ลำปาง,Dec-04,78,79,75,72,75,74,71,70,75,74,75,72,74,76,74,75,72,74,73,73,74,77,77,77,78,72,72,72,72,70,68,74
328201-ลำปาง จ.ลำปาง,Jan-05,71,72,75,75,75,74,73,71,68,72,69,70,68,67,71,75,73,70,69,78,81,80,74,72,71,67,68,68,66,68,68,72
328201-ลำปาง จ.ลำปาง,Feb-05,66,68,75,70,75,71,64,60,65,67,70,70,68,68,55,51,53,55,57,63,67,63,58,52,54,55,55,54,-,-,-,62
328201-ลำปาง จ.ลำปาง,Mar-05,61,58,50,58,65,59,61,59,54,56,55,53,54,56,74,64,57,57,66,58,61,52,51,59,64,63,57,51,48,46,45,57
328201-ลำปาง จ.ลำปาง,Apr-05,45,59,78,89,90,75,63,60,60,59,65,72,75,75,69,62,57,59,61,62,59,56,60,58,58,60,55,57,65,63,-,64
328201-ลำปาง จ.ลำปาง,May-05,59,62,66,61,47,63,78,83,70,66,66,73,77,68,61,61,60,70,69,66,74,76,71,67,68,72,73,70,74,82,80,69
328201-ลำปาง จ.ลำปาง,Jun-05,82,80,84,79,84,77,76,82,83,80,82,80,79,83,79,85,80,82,79,81,83,86,82,76,77,70,74,72,73,69,-,79
328201-ลำปาง จ.ลำปาง,Jul-05,65,67,70,73,67,71,74,70,75,71,67,80,86,79,81,80,74,79,82,89,90,85,84,84,93,89,82,85,80,75,76,78
328201-ลำปาง จ.ลำปาง,Aug-05,84,82,78,70,76,73,78,81,78,77,83,92,92,89,87,87,94,94,89,84,79,78,79,79,76,84,79,82,80,84,87,82
328201-ลำปาง จ.ลำปาง,Sep-05,87,80,91,86,88,91,87,90,87,91,87,87,82,83,90,87,83,83,87,95,86,82,81,82,83,82,87,90,89,91,-,87
328201-ลำปาง จ.ลำปาง,Oct-05,84,79,83,83,86,83,83,81,80,80,77,78,84,89,83,82,78,79,80,80,78,75,77,77,77,86,84,81,86,89,90,82
328201-ลำปาง จ.ลำปาง,Nov-05,88,82,82,81,85,82,83,84,86,83,86,78,79,77,78,82,84,79,79,77,77,78,77,80,80,78,76,76,75,76,-,80
328201-ลำปาง จ.ลำปาง,Dec-05,76,76,76,78,80,82,85,78,80,79,80,81,76,74,73,74,71,67,78,79,74,64,63,69,77,91,82,75,74,75,72,76
328201-ลำปาง จ.ลำปาง,Jan-06,75,74,71,72,72,71,75,74,76,74,73,71,70,67,66,66,65,66,68,67,66,66,66,69,71,72,71,71,67,66,65,70
328201-ลำปาง จ.ลำปาง,Feb-06,66,65,60,67,64,69,65,78,70,68,67,61,68,63,60,58,58,59,66,71,67,61,77,65,58,57,53,56,-,-,-,64
328201-ลำปาง จ.ลำปาง,Mar-06,58,64,62,59,58,55,54,54,55,57,56,51,49,58,65,58,56,53,51,62,58,56,49,46,45,52,51,53,65,75,78,57
328201-ลำปาง จ.ลำปาง,Apr-06,76,63,56,55,51,50,55,64,63,59,55,54,56,58,60,70,66,69,66,73,71,73,66,65,69,74,79,83,89,81,-,66
328201-ลำปาง จ.ลำปาง,May-06,70,68,67,65,63,61,64,73,72,74,78,74,69,80,89,90,88,92,86,89,88,94,89,86,84,76,74,75,80,84,87,78
328201-ลำปาง จ.ลำปาง,Jun-06,81,84,78,75,78,78,76,73,74,70,72,75,70,70,72,74,81,82,88,83,83,82,82,82,81,83,80,77,79,76,-,78
328201-ลำปาง จ.ลำปาง,Jul-06,78,84,77,76,85,89,86,81,84,81,83,82,77,75,79,79,81,80,85,85,81,76,74,73,76,86,92,85,81,81,86,81
328201-ลำปาง จ.ลำปาง,Aug-06,86,81,85,78,74,73,74,78,81,79,83,78,83,83,83,90,81,81,88,88,84,86,82,76,80,85,83,83,83,89,96,82
328201-ลำปาง จ.ลำปาง,Sep-06,87,79,79,77,78,82,83,80,74,89,86,87,86,84,82,84,80,78,83,86,86,88,85,80,81,86,85,87,91,81,-,83
328201-ลำปาง จ.ลำปาง,Oct-06,80,78,89,93,84,85,89,83,87,82,92,83,81,81,82,81,79,79,78,79,83,83,82,81,78,78,78,80,81,80,79,82
328201-ลำปาง จ.ลำปาง,Nov-06,78,79,75,76,79,79,75,76,75,75,78,79,78,78,78,78,75,77,76,78,77,74,72,73,72,73,74,73,74,76,-,76
328201-ลำปาง จ.ลำปาง,Dec-06,70,74,77,76,74,75,77,78,76,73,73,72,73,72,74,70,70,67,69,64,61,68,70,70,72,72,72,72,72,72,69,72
328201-ลำปาง จ.ลำปาง,Jan-07,71,73,71,73,69,71,71,68,69,69,71,71,71,71,70,68,64,66,68,59,61,61,68,72,70,65,65,68,63,61,64,68
328201-ลำปาง จ.ลำปาง,Feb-07,62,61,64,66,63,59,62,67,66,65,64,62,65,60,55,53,55,54,55,54,56,55,52,57,56,58,66,60,-,-,-,60
328201-ลำปาง จ.ลำปาง,Mar-07,55,54,57,61,56,48,43,45,47,51,50,49,54,56,52,49,51,46,56,58,51,58,57,50,48,52,47,48,55,66,62,53
328201-ลำปาง จ.ลำปาง,Apr-07,51,39,39,52,53,53,53,54,52,52,55,67,66,67,61,69,59,65,62,63,51,49,47,51,58,69,59,76,70,72,-,58
328201-ลำปาง จ.ลำปาง,May-07,71,83,88,93,95,95,88,83,86,77,75,87,88,83,84,76,78,84,77,84,87,78,72,67,69,73,71,74,79,81,81,81
328201-ลำปาง จ.ลำปาง,Jun-07,72,76,78,78,80,82,76,71,73,72,76,79,77,78,76,75,78,79,79,76,76,73,69,71,82,88,84,82,78,73,-,77
328201-ลำปาง จ.ลำปาง,Jul-07,73,71,79,75,75,87,82,77,74,76,75,75,77,75,75,80,74,70,82,83,93,81,76,83,74,74,75,72,80,79,82,78
328201-ลำปาง จ.ลำปาง,Aug-07,79,80,71,75,77,74,69,84,91,84,80,87,80,76,79,88,81,79,76,77,84,82,82,85,87,80,76,88,83,90,86,81
328201-ลำปาง จ.ลำปาง,Sep-07,81,80,85,84,84,88,84,78,80,81,88,81,84,87,88,81,82,85,90,91,83,79,78,80,81,81,83,84,87,83,-,83
328201-ลำปาง จ.ลำปาง,Oct-07,82,85,81,82,93,87,86,82,91,85,85,82,84,87,90,88,85,82,80,80,83,83,82,79,78,81,80,81,79,78,89,84
328201-ลำปาง จ.ลำปาง,Nov-07,90,86,86,89,85,79,80,74,76,74,75,80,80,84,86,82,77,78,81,79,82,81,74,72,75,75,76,76,76,77,-,80
328201-ลำปาง จ.ลำปาง,Dec-07,75,75,76,75,72,74,77,73,76,79,78,76,73,73,78,78,76,76,76,76,72,67,64,68,67,74,75,79,77,75,93,75
328201-ลำปาง จ.ลำปาง,Jan-08,68,65,74,74,75,74,75,75,71,70,66,70,68,68,68,69,69,68,69,66,66,65,69,69,67,77,71,90,79,68,76,71
328201-ลำปาง จ.ลำปาง,Feb-08,92,83,78,73,71,66,64,65,70,70,66,70,66,69,63,66,71,68,65,61,61,60,63,60,59,59,76,82,74,-,-,69
328201-ลำปาง จ.ลำปาง,Mar-08,73,68,62,60,56,60,63,64,69,67,64,62,60,56,65,61,57,57,55,61,64,52,56,68,68,60,53,51,49,61,80,61
328201-ลำปาง จ.ลำปาง,Apr-08,81,75,66,63,67,74,68,67,62,64,58,54,55,55,57,53,56,56,59,62,58,69,71,78,75,67,69,69,88,89,-,66
328201-ลำปาง จ.ลำปาง,May-08,78,80,89,80,72,76,74,69,74,80,87,83,85,87,89,83,79,78,85,78,74,73,76,79,77,84,75,76,73,75,80,79
328201-ลำปาง จ.ลำปาง,Jun-08,83,84,87,89,87,77,79,80,73,76,79,82,83,85,77,76,78,83,82,74,78,73,75,70,68,72,68,73,74,73,-,78
328201-ลำปาง จ.ลำปาง,Jul-08,77,84,85,76,76,78,74,83,82,77,71,74,75,82,79,75,79,89,85,85,81,86,88,87,82,83,77,75,73,70,76,79
328201-ลำปาง จ.ลำปาง,Aug-08,76,78,79,82,90,80,79,78,87,85,90,87,86,84,76,75,80,80,80,84,80,76,74,73,73,80,84,77,78,74,76,80
328201-ลำปาง จ.ลำปาง,Sep-08,81,80,78,81,85,86,85,83,83,88,88,90,92,90,86,86,83,90,86,87,83,81,82,80,76,78,81,82,86,81,-,84
328201-ลำปาง จ.ลำปาง,Oct-08,91,87,84,81,83,87,85,82,93,89,82,80,82,81,78,78,78,77,82,84,85,81,78,89,87,89,94,84,88,89,86,84
328201-ลำปาง จ.ลำปาง,Nov-08,90,90,84,86,83,84,81,79,74,75,79,79,75,80,77,79,82,75,76,78,81,82,81,79,76,73,74,72,72,70,-,79
328201-ลำปาง จ.ลำปาง,Dec-08,73,74,76,75,77,77,80,79,75,75,74,77,80,79,79,78,76,77,74,74,76,74,77,73,71,90,85,90,85,79,78,78
328201-ลำปาง จ.ลำปาง,Jan-09,75,72,78,77,75,73,72,73,74,75,75,71,67,70,70,72,71,72,71,71,72,71,69,69,68,70,69,72,68,68,66,71
328201-ลำปาง จ.ลำปาง,Feb-09,68,73,73,68,68,68,70,68,65,69,68,61,53,58,62,64,63,65,65,63,62,61,62,57,57,58,56,54,-,-,-,64
328201-ลำปาง จ.ลำปาง,Mar-09,62,60,57,51,43,47,55,50,51,53,52,52,54,64,60,59,61,85,74,70,69,68,74,73,64,68,65,64,62,53,65,61
328201-ลำปาง จ.ลำปาง,Apr-09,62,61,67,66,59,58,59,59,59,68,74,72,66,72,77,63,55,67,62,52,51,51,51,55,54,80,76,72,74,75,-,64
328201-ลำปาง จ.ลำปาง,May-09,76,77,82,83,72,66,64,64,61,64,69,71,86,90,87,85,80,75,77,74,72,69,67,68,66,67,65,85,83,81,81,74
328201-ลำปาง จ.ลำปาง,Jun-09,80,69,71,74,84,88,83,88,78,76,84,84,83,79,73,82,85,86,83,85,79,78,80,75,73,76,82,76,79,82,-,80
328201-ลำปาง จ.ลำปาง,Jul-09,85,86,77,78,90,95,86,84,79,73,73,73,85,81,77,73,74,80,78,73,84,84,82,81,74,79,74,73,73,76,79,79
328201-ลำปาง จ.ลำปาง,Aug-09,77,75,74,73,74,77,85,82,81,73,74,82,84,81,76,81,87,79,78,74,73,87,89,78,77,74,81,82,87,87,86,80
328201-ลำปาง จ.ลำปาง,Sep-09,86,80,77,75,79,78,79,82,78,85,80,86,89,82,78,85,88,84,81,75,75,83,85,84,86,92,91,88,84,76,-,82
328201-ลำปาง จ.ลำปาง,Oct-09,88,86,90,90,83,81,80,80,79,76,88,84,82,82,87,88,85,84,80,86,86,91,87,82,82,80,79,79,79,80,80,83
328201-ลำปาง จ.ลำปาง,Nov-09,76,71,70,71,74,77,76,76,77,75,72,73,73,72,71,75,75,79,78,76,72,72,75,76,74,70,71,72,74,76,-,74
328201-ลำปาง จ.ลำปาง,Dec-09,75,68,71,74,72,72,72,73,74,75,74,75,76,75,72,74,72,72,70,72,73,72,71,71,69,69,68,67,68,66,68,72
328201-ลำปาง จ.ลำปาง,Jan-10,70,66,61,60,66,71,92,83,80,78,70,75,73,71,73,76,73,69,68,67,71,74,76,71,71,76,70,68,61,60,63,71
328201-ลำปาง จ.ลำปาง,Feb-10,64,62,60,60,61,56,55,58,58,57,56,56,57,58,57,59,58,65,68,65,54,47,55,49,54,53,52,56,-,-,-,58
328201-ลำปาง จ.ลำปาง,Mar-10,55,50,48,48,49,48,50,49,56,58,56,56,52,54,58,53,51,67,75,61,61,62,55,49,54,62,62,61,62,71,71,57
328201-ลำปาง จ.ลำปาง,Apr-10,61,55,52,55,55,51,50,51,50,44,43,43,47,46,45,51,54,55,47,43,44,44,46,51,54,51,62,65,60,56,-,51
328201-ลำปาง จ.ลำปาง,May-10,71,75,70,64,54,53,53,52,53,53,70,60,57,59,58,57,64,76,67,55,71,64,59,59,58,64,69,65,59,62,63,62
328201-ลำปาง จ.ลำปาง,Jun-10,58,61,67,76,69,66,68,85,78,75,73,69,70,65,64,60,61,55,57,54,64,82,80,77,72,73,72,71,74,77,-,69
328201-ลำปาง จ.ลำปาง,Jul-10,79,82,79,76,68,68,71,68,79,72,68,67,70,78,77,72,71,82,85,83,79,79,72,81,81,74,82,85,85,84,78,77
328201-ลำปาง จ.ลำปาง,Aug-10,77,85,90,81,84,88,84,81,78,85,81,81,81,81,78,79,88,81,78,75,84,86,86,85,90,84,86,92,91,85,81,83
328201-ลำปาง จ.ลำปาง,Sep-10,88,83,79,78,75,75,75,74,84,83,84,81,82,89,92,88,82,87,80,79,78,80,80,85,85,85,85,82,82,79,-,82
328201-ลำปาง จ.ลำปาง,Oct-10,78,80,82,82,82,81,79,80,80,79,76,80,82,84,86,79,81,87,90,91,89,86,84,82,81,91,84,80,83,69,75,82
328201-ลำปาง จ.ลำปาง,Nov-10,87,75,73,72,76,76,77,75,74,76,76,76,75,78,75,79,77,77,80,80,79,79,77,76,78,81,83,80,81,78,-,78
328201-ลำปาง จ.ลำปาง,Dec-10,79,76,72,77,78,80,79,76,79,76,82,87,80,82,79,76,89,88,85,86,82,80,80,77,74,79,78,78,78,78,78,80
328201-ลำปาง จ.ลำปาง,Jan-11,77,76,76,77,77,77,76,79,75,77,86,78,75,73,72,71,71,72,73,70,71,71,71,71,73,72,68,67,69,64,71,73
328201-ลำปาง จ.ลำปาง,Feb-11,71,70,68,68,66,65,63,59,60,63,62,61,62,68,67,61,56,63,58,55,57,58,59,56,57,62,65,65,-,-,-,62
328201-ลำปาง จ.ลำปาง,Mar-11,64,71,67,69,63,59,57,63,63,75,69,60,75,78,92,94,95,81,75,68,61,58,66,68,73,65,62,69,84,65,68,70
328201-ลำปาง จ.ลำปาง,Apr-11,67,60,62,58,64,66,69,71,70,71,67,70,82,76,71,66,66,70,84,76,70,68,79,83,78,75,74,84,80,82,-,72
328201-ลำปาง จ.ลำปาง,May-11,84,82,79,83,85,84,80,77,94,93,79,75,75,87,85,87,87,84,85,81,76,72,72,74,85,87,88,82,80,83,76,82
328201-ลำปาง จ.ลำปาง,Jun-11,77,78,77,81,79,86,83,79,81,77,81,82,76,79,74,75,88,83,84,84,81,74,73,84,90,95,96,88,83,80,-,82
328201-ลำปาง จ.ลำปาง,Jul-11,81,81,91,82,77,74,70,75,80,84,79,75,78,81,92,85,82,84,80,86,84,80,78,82,85,80,78,80,78,78,92,81
328201-ลำปาง จ.ลำปาง,Aug-11,89,96,93,84,81,84,88,88,83,85,92,83,80,81,87,84,88,85,87,93,87,80,76,82,80,81,84,80,84,81,80,85
328201-ลำปาง จ.ลำปาง,Sep-11,79,89,85,81,88,87,83,81,89,89,85,91,90,90,89,83,80,84,86,88,85,87,79,85,77,82,87,89,84,83,-,85
328201-ลำปาง จ.ลำปาง,Oct-11,87,91,92,88,85,85,83,85,83,83,83,82,86,85,93,90,90,88,83,84,85,84,83,83,81,82,80,80,80,89,83,85
328201-ลำปาง จ.ลำปาง,Nov-11,82,84,80,79,81,80,78,78,79,74,77,79,79,77,76,78,76,77,78,77,76,76,74,73,76,80,80,79,78,78,-,78
328201-ลำปาง จ.ลำปาง,Dec-11,77,79,80,82,79,77,78,79,82,77,75,77,81,77,77,79,78,81,73,75,77,78,79,82,72,71,70,70,72,77,75,77
328201-ลำปาง จ.ลำปาง,Jan-12,76,75,74,80,79,74,74,76,76,75,70,71,73,83,72,67,65,64,69,72,69,68,62,68,68,73,67,63,71,86,81,72
328201-ลำปาง จ.ลำปาง,Feb-12,87,86,79,75,73,69,66,65,70,70,73,73,66,61,65,69,69,73,70,65,65,62,59,64,68,67,58,49,52,-,-,68
328201-ลำปาง จ.ลำปาง,Mar-12,60,54,51,47,50,56,59,56,59,75,87,79,82,78,75,70,61,58,61,60,58,56,56,59,63,65,63,60,57,58,58,62
328201-ลำปาง จ.ลำปาง,Apr-12,68,71,69,69,64,66,66,67,63,74,69,59,59,59,57,60,59,59,56,59,60,57,55,54,55,55,65,70,69,64,-,63
328201-ลำปาง จ.ลำปาง,May-12,65,66,69,72,81,96,91,79,81,76,72,69,68,66,75,84,80,81,85,80,80,78,73,76,83,82,83,87,88,83,79,78
328201-ลำปาง จ.ลำปาง,Jun-12,84,86,90,83,84,86,88,85,90,83,78,78,76,71,69,73,79,75,75,81,85,79,80,75,77,70,73,76,77,75,-,79
328201-ลำปาง จ.ลำปาง,Jul-12,77,78,77,71,89,86,84,89,85,80,75,74,79,78,79,78,73,84,85,83,85,79,83,95,87,80,85,90,80,71,77,81
328201-ลำปาง จ.ลำปาง,Aug-12,75,73,77,78,77,77,74,85,91,84,79,75,78,75,79,82,81,75,80,80,88,81,79,84,82,85,85,81,83,81,85,80
328201-ลำปาง จ.ลำปาง,Sep-12,80,80,81,88,83,85,90,90,92,94,83,80,79,90,89,87,81,82,80,83,81,79,79,82,80,83,84,86,88,90,-,84
328201-ลำปาง จ.ลำปาง,Oct-12,88,87,82,81,83,94,85,87,80,81,86,84,85,80,81,81,87,82,81,81,78,83,83,79,80,81,86,78,78,79,88,83
328201-ลำปาง จ.ลำปาง,Nov-12,82,79,77,80,82,80,81,82,79,77,79,86,87,84,84,80,81,79,87,83,78,80,79,77,77,85,88,83,86,83,-,82
328201-ลำปาง จ.ลำปาง,Dec-12,83,81,90,82,81,81,83,78,82,77,81,83,79,78,81,80,77,79,79,76,75,75,80,79,78,81,77,78,73,76,76,79
328201-ลำปาง จ.ลำปาง,Jan-13,73,73,75,75,74,74,75,72,71,71,75,75,74,75,74,73,74,73,72,70,70,70,71,68,65,65,65,77,75,76,86,73
328201-ลำปาง จ.ลำปาง,Feb-13,79,75,76,77,69,69,63,66,68,70,69,68,70,71,67,69,69,69,66,65,73,74,69,69,64,63,65,62,-,-,-,69
328201-ลำปาง จ.ลำปาง,Mar-13,61,64,70,80,77,70,65,68,67,56,60,60,55,58,58,60,61,47,43,48,53,55,50,53,57,53,53,51,57,65,68,59
328201-ลำปาง จ.ลำปาง,Apr-13,60,58,57,49,46,47,49,51,49,50,51,56,53,54,65,66,58,56,55,54,60,70,69,80,72,65,62,55,56,57,-,58
328201-ลำปาง จ.ลำปาง,May-13,53,64,71,73,74,73,74,67,65,73,74,69,76,72,70,71,66,66,77,76,79,73,75,78,77,78,74,70,74,71,70,72
328201-ลำปาง จ.ลำปาง,Jun-13,71,73,68,71,77,77,74,71,63,64,87,81,75,70,67,63,66,66,71,71,74,67,70,78,89,80,83,72,75,70,-,73
328201-ลำปาง จ.ลำปาง,Jul-13,66,63,70,73,73,75,78,80,86,79,83,80,69,69,71,73,73,72,69,69,69,74,76,86,77,78,83,86,89,87,78,76
328201-ลำปาง จ.ลำปาง,Aug-13,84,78,80,84,78,74,90,91,90,86,85,84,79,80,78,77,73,73,77,80,86,92,86,83,80,81,80,73,74,82,92,82
328201-ลำปาง จ.ลำปาง,Sep-13,87,80,74,74,81,85,79,89,84,86,83,82,91,89,87,84,82,81,78,77,87,85,79,81,80,87,90,90,88,76,-,83
328201-ลำปาง จ.ลำปาง,Oct-13,93,87,90,87,84,78,81,75,80,79,82,79,81,79,80,76,93,95,94,91,95,87,86,92,84,85,87,85,88,85,85,85
328201-ลำปาง จ.ลำปาง,Nov-13,82,83,82,80,78,77,75,71,81,77,77,81,81,85,80,76,81,82,86,86,82,81,85,83,86,90,84,81,83,85,-,81
328201-ลำปาง จ.ลำปาง,Dec-13,82,81,81,79,77,78,80,78,79,79,81,82,80,79,89,80,70,74,74,73,76,76,80,79,79,80,82,79,83,83,81,79
328202-เถิน จ.ลำปาง,Jan-04,69,68,69,70,70,69,67,70,71,70,73,77,75,71,65,67,72,66,61,66,69,66,70,72,62,64,64,63,63,64,64,68
328202-เถิน จ.ลำปาง,Feb-04,58,59,56,54,66,82,82,74,72,71,65,64,64,66,63,60,59,62,67,67,64,60,56,47,47,52,54,54,51,-,-,62
328202-เถิน จ.ลำปาง,Mar-04,47,53,49,51,53,61,65,55,55,55,51,46,50,49,64,62,53,51,47,50,45,42,41,45,46,46,41,41,41,40,38,49
328202-เถิน จ.ลำปาง,Apr-04,57,71,61,58,55,50,54,48,46,47,47,42,40,45,50,47,44,51,60,56,51,53,51,45,48,58,69,79,74,82,-,55
328202-เถิน จ.ลำปาง,May-04,72,66,77,73,79,87,86,81,77,78,74,74,69,79,76,75,86,85,92,98,89,82,78,80,77,83,88,84,81,74,80,80
328202-เถิน จ.ลำปาง,Jun-04,86,72,70,68,72,74,77,84,90,89,88,93,80,89,91,89,90,82,82,84,81,85,82,76,77,80,77,83,82,75,-,82
328202-เถิน จ.ลำปาง,Jul-04,75,72,75,79,82,87,89,87,83,77,86,84,82,80,72,74,82,77,75,82,80,83,86,91,90,84,85,86,79,75,91,82
328202-เถิน จ.ลำปาง,Aug-04,94,92,90,88,87,88,80,77,82,80,81,83,80,77,81,83,77,84,81,81,80,81,80,74,71,72,78,80,78,81,80,81
328202-เถิน จ.ลำปาง,Sep-04,79,82,90,85,82,78,77,84,88,92,85,85,86,91,84,89,94,94,90,93,93,92,88,87,87,84,85,87,87,86,-,87
328202-เถิน จ.ลำปาง,Oct-04,87,82,82,84,87,86,88,85,83,81,83,92,86,84,80,82,83,86,82,81,82,91,86,80,80,78,77,79,80,77,80,83
328202-เถิน จ.ลำปาง,Nov-04,79,75,75,76,67,75,76,76,75,74,75,75,73,72,74,74,74,75,78,76,73,71,72,72,76,95,84,78,81,79,-,76
328202-เถิน จ.ลำปาง,Dec-04,77,75,70,69,71,73,69,70,72,72,70,71,70,68,70,67,67,66,66,66,65,68,69,70,69,70,70,68,66,66,68,69
328202-เถิน จ.ลำปาง,Jan-05,67,68,67,70,69,69,68,66,65,63,65,67,60,61,63,69,68,69,74,78,78,77,69,69,60,59,60,60,59,59,58,66
328202-เถิน จ.ลำปาง,Feb-05,57,70,71,67,62,59,55,57,56,60,62,62,54,50,43,40,43,44,45,52,60,58,46,38,40,43,43,43,-,-,-,53
328202-เถิน จ.ลำปาง,Mar-05,55,51,45,57,56,50,49,45,47,49,49,49,51,53,62,68,64,68,75,69,70,62,58,71,80,75,68,64,65,66,66,60
328202-เถิน จ.ลำปาง,Apr-05,66,63,81,90,86,84,67,58,60,58,64,74,80,81,68,63,59,59,60,65,71,70,67,61,61,57,56,69,76,72,-,68
328202-เถิน จ.ลำปาง,May-05,71,68,68,59,52,59,75,77,69,63,61,59,65,68,70,69,56,73,69,68,71,66,65,63,68,83,78,69,75,80,79,68
328202-เถิน จ.ลำปาง,Jun-05,70,78,84,75,72,69,78,79,87,85,79,85,87,85,72,87,85,84,83,82,75,82,77,79,73,74,80,77,74,64,-,79
328202-เถิน จ.ลำปาง,Jul-05,75,72,69,72,75,72,64,65,81,69,74,78,92,80,77,66,72,79,87,87,83,83,79,78,83,86,83,80,76,76,73,77
328202-เถิน จ.ลำปาง,Aug-05,87,81,81,77,77,73,71,73,73,78,75,81,91,92,88,82,87,81,85,82,81,89,82,77,75,82,80,83,78,80,83,81
328202-เถิน จ.ลำปาง,Sep-05,88,83,93,80,87,90,91,89,91,86,81,90,84,89,92,90,79,81,87,94,82,87,77,82,79,77,84,86,89,88,-,86
328202-เถิน จ.ลำปาง,Oct-05,88,78,84,85,83,86,83,83,82,86,81,83,93,89,84,81,77,79,81,82,81,78,79,81,84,85,83,85,88,91,93,84
328202-เถิน จ.ลำปาง,Nov-05,84,79,82,88,92,84,84,87,87,86,86,84,76,82,75,85,93,85,81,82,83,79,79,80,80,80,78,78,77,78,-,82
328202-เถิน จ.ลำปาง,Dec-05,80,78,74,80,86,80,86,78,79,78,74,80,80,76,79,77,75,69,86,76,76,65,65,69,68,88,79,78,76,75,74,77
328202-เถิน จ.ลำปาง,Jan-06,72,74,70,69,69,70,72,72,74,71,75,73,70,69,65,63,62,60,60,56,59,63,68,70,68,70,68,67,64,61,57,67
328202-เถิน จ.ลำปาง,Feb-06,63,60,61,61,58,60,65,69,66,62,64,64,64,62,55,51,55,61,64,70,68,64,63,59,56,55,48,47,-,-,-,61
328202-เถิน จ.ลำปาง,Mar-06,47,56,57,57,56,59,49,49,53,51,49,41,38,56,57,55,48,47,49,57,55,49,42,51,48,48,47,46,63,65,65,52
328202-เถิน จ.ลำปาง,Apr-06,62,60,56,50,46,45,58,66,56,54,48,48,60,57,65,65,65,78,70,68,72,71,66,63,76,76,77,82,85,82,-,64
328202-เถิน จ.ลำปาง,May-06,71,66,65,61,60,58,51,66,70,67,81,69,61,83,77,82,93,90,88,89,90,92,86,86,82,70,74,72,68,73,74,75
328202-เถิน จ.ลำปาง,Jun-06,75,69,72,74,73,72,64,65,75,70,67,68,66,62,66,63,68,68,91,80,79,78,80,71,81,79,80,69,71,81,-,73
328202-เถิน จ.ลำปาง,Jul-06,77,75,74,74,84,87,83,81,87,75,75,72,71,68,74,75,79,82,83,79,79,68,71,65,65,78,89,81,70,70,85,77
328202-เถิน จ.ลำปาง,Aug-06,88,85,76,77,63,63,70,69,86,81,81,77,77,77,72,82,72,70,80,82,88,87,76,75,76,79,83,70,77,80,94,78
328202-เถิน จ.ลำปาง,Sep-06,86,74,70,63,64,69,74,75,72,86,79,92,85,85,71,94,77,73,82,90,81,80,79,73,67,81,92,84,89,77,-,79
328202-เถิน จ.ลำปาง,Oct-06,71,80,97,84,79,78,94,85,84,80,91,78,78,76,77,77,75,75,71,69,68,73,73,71,69,68,76,71,75,71,69,77
328202-เถิน จ.ลำปาง,Nov-06,70,73,71,69,67,70,72,74,70,69,71,73,68,71,72,73,72,66,57,63,63,62,58,56,60,60,61,61,66,65,-,67
328202-เถิน จ.ลำปาง,Dec-06,60,67,71,70,67,64,73,63,69,64,64,63,65,65,67,63,59,65,57,57,52,50,56,56,55,57,57,56,58,58,54,61
328202-เถิน จ.ลำปาง,Jan-07,53,60,54,58,56,59,62,58,56,58,63,57,53,61,58,59,53,56,52,40,41,46,61,69,59,55,58,78,55,48,48,56
